feature,group,is_candidate
nonferrous_metals_etf_ret_3d,market_regime,True
nonferrous_metals_etf_ret_5d,market_regime,True
nonferrous_metals_etf_ret_20d,market_regime,True
nonferrous_metals_etf_ret_60d,market_regime,True
nonferrous_metals_etf_vol_20d,market_regime,True
semiconductor_etf_ret_1d,market_regime,True
semiconductor_etf_ret_3d,market_regime,True
semiconductor_etf_ret_5d,market_regime,True
semiconductor_etf_ret_20d,market_regime,True
semiconductor_etf_ret_60d,market_regime,True
semiconductor_etf_vol_20d,market_regime,True
military_etf_ret_1d,market_regime,True
military_etf_ret_3d,market_regime,True
military_etf_ret_5d,market_regime,True
military_etf_ret_20d,market_regime,True
military_etf_ret_60d,market_regime,True
military_etf_vol_20d,market_regime,True
bank_etf_ret_1d,market_regime,True
bank_etf_ret_3d,market_regime,True
bank_etf_ret_5d,market_regime,True
bank_etf_ret_20d,market_regime,True
bank_etf_ret_60d,market_regime,True
bank_etf_vol_20d,market_regime,True
nasdaq100_etf_ret_1d,market_regime,True
nasdaq100_etf_ret_3d,market_regime,True
nasdaq100_etf_ret_5d,market_regime,True
nasdaq100_etf_ret_20d,market_regime,True
nasdaq100_etf_ret_60d,market_regime,True
nasdaq100_etf_vol_20d,market_regime,True
hang_seng_tech_etf_ret_1d,market_regime,True
hang_seng_tech_etf_ret_3d,market_regime,True
hang_seng_tech_etf_ret_5d,market_regime,True
hang_seng_tech_etf_ret_20d,market_regime,True
hang_seng_tech_etf_ret_60d,market_regime,True
hang_seng_tech_etf_vol_20d,market_regime,True
sp_oil_gas_etf_ret_1d,market_regime,True
sp_oil_gas_etf_ret_3d,market_regime,True
sp_oil_gas_etf_ret_5d,market_regime,True
sp_oil_gas_etf_ret_20d,market_regime,True
sp_oil_gas_etf_ret_60d,market_regime,True
sp_oil_gas_etf_vol_20d,market_regime,True
sp500_etf_ret_1d,market_regime,True
sp500_etf_ret_3d,market_regime,True
sp500_etf_ret_5d,market_regime,True
sp500_etf_ret_20d,market_regime,True
sp500_etf_ret_60d,market_regime,True
sp500_etf_vol_20d,market_regime,True
coal_etf_ret_1d,market_regime,True
coal_etf_ret_3d,market_regime,True
coal_etf_ret_5d,market_regime,True
coal_etf_ret_20d,market_regime,True
coal_etf_ret_60d,market_regime,True
coal_etf_vol_20d,market_regime,True
chemical_etf_ret_1d,market_regime,True
chemical_etf_ret_3d,market_regime,True
chemical_etf_ret_5d,market_regime,True
chemical_etf_ret_20d,market_regime,True
chemical_etf_ret_60d,market_regime,True
chemical_etf_vol_20d,market_regime,True
gold_etf_ret_1d,market_regime,True
gold_etf_ret_3d,market_regime,True
gold_etf_ret_5d,market_regime,True
gold_etf_ret_20d,market_regime,True
gold_etf_ret_60d,market_regime,True
gold_etf_vol_20d,market_regime,True
star50_etf_ret_1d,market_regime,True
star50_etf_ret_3d,market_regime,True
star50_etf_ret_5d,market_regime,True
star50_etf_ret_20d,market_regime,True
star50_etf_ret_60d,market_regime,True
star50_etf_vol_20d,market_regime,True
wti_crude_ret_1d,market_regime,True
wti_crude_ret_3d,market_regime,True
wti_crude_ret_5d,market_regime,True
wti_crude_ret_20d,market_regime,True
wti_crude_ret_60d,market_regime,True
wti_crude_vol_20d,market_regime,True
gold_futures_ret_1d,market_regime,True
gold_futures_ret_3d,market_regime,True
gold_futures_ret_5d,market_regime,True
gold_futures_ret_20d,market_regime,True
gold_futures_ret_60d,market_regime,True
gold_futures_vol_20d,market_regime,True
hsi_ret_1d,market_regime,True
hsi_ret_3d,market_regime,True
hsi_ret_5d,market_regime,True
hsi_ret_20d,market_regime,True
hsi_ret_60d,market_regime,True
hsi_vol_20d,market_regime,True
hstech_ret_1d,market_regime,True
hstech_ret_3d,market_regime,True
hstech_ret_5d,market_regime,True
hstech_ret_20d,market_regime,True
hstech_ret_60d,market_regime,True
hstech_vol_20d,market_regime,True
brent_crude_ret_1d,market_regime,True
brent_crude_ret_3d,market_regime,True
brent_crude_ret_5d,market_regime,True
brent_crude_ret_20d,market_regime,True
brent_crude_ret_60d,market_regime,True
brent_crude_vol_20d,market_regime,True
shfe_crude_ret_1d,market_regime,True
shfe_crude_ret_3d,market_regime,True
shfe_crude_ret_5d,market_regime,True
shfe_crude_ret_20d,market_regime,True
shfe_crude_ret_60d,market_regime,True
shfe_crude_vol_20d,market_regime,True
vhsi_ret_1d,market_regime,True
vhsi_ret_3d,market_regime,True
vhsi_ret_5d,market_regime,True
vhsi_ret_20d,market_regime,True
vhsi_ret_60d,market_regime,True
vhsi_vol_20d,market_regime,True
csi500_minus_csi300_5d,market_regime,True
csi1000_minus_csi300_5d,market_regime,True
chinext_minus_csi300_5d,market_regime,True
dividend_growth_spread_5d,market_regime,True
oil_minus_gold_5d,market_regime,True
csi500_minus_csi300_20d,market_regime,True
csi1000_minus_csi300_20d,market_regime,True
chinext_minus_csi300_20d,market_regime,True
dividend_growth_spread_20d,market_regime,True
oil_minus_gold_20d,market_regime,True
csi500_minus_csi300_60d,market_regime,True
csi1000_minus_csi300_60d,market_regime,True
chinext_minus_csi300_60d,market_regime,True
dividend_growth_spread_60d,market_regime,True
oil_minus_gold_60d,market_regime,True
industry_ret_5d,industry_relative,True
stock_ret_minus_industry_ret_5d,industry_relative,True
industry_ret_20d,industry_relative,True
stock_ret_minus_industry_ret_20d,industry_relative,True
industry_ret_60d,industry_relative,True
stock_ret_minus_industry_ret_60d,industry_relative,True
ret_5d_industry_rank,industry_relative,True
ret_20d_industry_rank,industry_relative,True
excess_ret_5d_industry_rank,industry_relative,True
excess_ret_20d_industry_rank,industry_relative,True
pe_ttm,valuation,False
pe_static,valuation,False
pb,valuation,False
total_market_cap,valuation,False
float_market_cap,valuation,False
log_total_market_cap,valuation,False
log_float_market_cap,valuation,False
earnings_yield_ttm,valuation,False
book_to_price,valuation,False
roe_ttm,quality,False
gross_margin_ttm,quality,False
net_profit_growth_yoy,quality,False
net_profit,other,False
eps,quality,False
bps,other,False
cash_flow_per_share,quality,False
roa_ttm,quality,False
net_margin_ttm,quality,False
debt_to_asset,quality,False
revenue_growth_yoy,quality,False
deducted_net_profit_growth_yoy,quality,False
operating_revenue,other,False
deducted_net_profit,quality,False
cash_flow_to_revenue,quality,False
operating_cash_flow_to_net_profit,quality,False
revenue_growth_3y,quality,False
net_profit_growth_3y,quality,False
deducted_net_profit_growth_3y,quality,False
cash_flow_quality,quality,False
cash_flow_per_share_to_eps,quality,False
pe_ttm_rank,valuation,False
pe_ttm_zscore,valuation,False
pe_ttm_industry_rank,valuation,False
pb_rank,valuation,False
pb_zscore,valuation,False
pb_industry_rank,valuation,False
total_market_cap_rank,valuation,False
total_market_cap_zscore,valuation,False
total_market_cap_industry_rank,valuation,False
float_market_cap_rank,valuation,False
float_market_cap_zscore,valuation,False
float_market_cap_industry_rank,valuation,False
roe_ttm_rank,quality,False
roe_ttm_zscore,quality,False
roe_ttm_industry_rank,quality,False
roa_ttm_rank,quality,False
roa_ttm_zscore,quality,False
roa_ttm_industry_rank,quality,False
gross_margin_ttm_rank,quality,False
gross_margin_ttm_zscore,quality,False
gross_margin_ttm_industry_rank,quality,False
net_margin_ttm_rank,quality,False
net_margin_ttm_zscore,quality,False
net_margin_ttm_industry_rank,quality,False
debt_to_asset_rank,quality,False
debt_to_asset_zscore,quality,False
debt_to_asset_industry_rank,quality,False
revenue_growth_yoy_rank,quality,False
revenue_growth_yoy_zscore,quality,False
revenue_growth_yoy_industry_rank,quality,False
net_profit_growth_yoy_rank,quality,False
net_profit_growth_yoy_zscore,quality,False
net_profit_growth_yoy_industry_rank,quality,False
deducted_net_profit_growth_yoy_rank,quality,False
deducted_net_profit_growth_yoy_zscore,quality,False
deducted_net_profit_growth_yoy_industry_rank,quality,False
revenue_growth_3y_rank,quality,False
revenue_growth_3y_zscore,quality,False
revenue_growth_3y_industry_rank,quality,False
net_profit_growth_3y_rank,quality,False
net_profit_growth_3y_zscore,quality,False
net_profit_growth_3y_industry_rank,quality,False
deducted_net_profit_growth_3y_rank,quality,False
deducted_net_profit_growth_3y_zscore,quality,False
deducted_net_profit_growth_3y_industry_rank,quality,False
cash_flow_quality_rank,quality,False
cash_flow_quality_zscore,quality,False
cash_flow_quality_industry_rank,quality,False
cash_flow_to_revenue_rank,quality,False
cash_flow_to_revenue_zscore,quality,False
cash_flow_to_revenue_industry_rank,quality,False
cash_flow_per_share_to_eps_rank,quality,False
cash_flow_per_share_to_eps_zscore,quality,False
cash_flow_per_share_to_eps_industry_rank,quality,False
